stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
1997,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,114,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate
1998,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,102,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,99.6,Yes,No,No,Yes,Female,Yes,21,No,0,5,10,5,13.71428571,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
1999,Single,Change of course,2,Social Service,Daytime,Secondary education,129,Portuguese,Unknown,8th year of schooling,Student,"Personal Services, Security and Safety Workers and Sellers",118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Dropout
2000,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.5,No,No,No,Yes,Male,No,21,No,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,Dropout
2001,Single,2nd phase - general contingent,5,Management,Daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",124.6,Yes,No,No,Yes,Female,Yes,19,No,0,5,12,2,10,0,0,5,11,4,11.75,0,11.1,0.6,2.02,Enrolled
2002,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,117,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120.2,Yes,No,No,Yes,Female,No,20,No,0,5,9,2,10,0,0,5,10,2,11,0,7.6,2.6,0.32,Enrolled
2003,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",115.1,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
2004,Married,Change of course,2,Basic Education,Daytime,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,General Course of Administration and Commerce,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",124.2,No,No,No,Yes,Female,No,31,No,3,7,8,6,13.66666667,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,Dropout
2005,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,128,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,116.5,No,No,No,Yes,Male,No,19,No,0,5,8,2,10,0,0,5,8,1,16,0,7.6,2.6,0.32,Dropout
2006,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,144,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",128,Yes,No,No,Yes,Female,Yes,18,No,0,8,11,7,12.90857143,0,0,8,11,7,12.90857143,0,10.8,1.4,1.74,Graduate
2007,Single,Change of course,1,Management (evening attendance),Evening,Secondary education,150,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Administrative staff,100,Yes,No,No,Yes,Male,No,24,No,0,5,10,4,11.5,0,0,5,11,5,11.28571429,0,13.9,-0.3,0.79,Graduate
2008,Single,2nd phase - general contingent,6,Informatics,Daytime,Secondary education,129,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,2nd year complementary high school course,Administrative staff,Other Situation,117.1,Yes,No,No,Yes,Male,No,19,No,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2009,Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,141,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,12.48571429,0,0,8,8,7,12.48571429,0,12.7,3.7,-1.7,Graduate
2010,Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,120,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,120,No,No,No,Yes,Male,No,21,No,2,7,10,6,13.42857143,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate
2011,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,131,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,135.9,No,No,No,Yes,Female,Yes,21,No,1,6,8,6,12.57142857,1,0,6,8,6,11.625,0,13.9,-0.3,0.79,Graduate
2012,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,151.6,No,No,No,Yes,Female,No,24,No,0,5,9,5,12.28571429,0,0,5,8,5,12.125,0,16.2,0.3,-0.92,Enrolled
2013,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11,0,12.7,3.7,-1.7,Dropout
2014,Single,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,126.8,No,No,No,Yes,Male,Yes,21,No,0,6,8,5,13.83333333,0,0,6,6,4,14,0,13.9,-0.3,0.79,Graduate
2015,Single,Over 23 years old,1,Equinculture,Daytime,Secondary education,114,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,120,No,No,No,Yes,Female,No,24,No,0,6,9,6,12.57142857,0,0,6,10,5,12.83333333,0,11.1,0.6,2.02,Dropout
2016,Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,141,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers",130.2,Yes,No,No,Yes,Female,No,19,No,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
2017,Married,Change of course,1,Nursing,Daytime,Secondary education,137,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,115,No,No,No,Yes,Female,No,28,No,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate
2018,Married,Change of course,1,Management (evening attendance),Evening,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,132.5,No,No,No,Yes,Male,No,37,No,7,12,13,12,12.25,0,8,13,13,13,12.84615385,0,9.4,-0.8,-3.12,Graduate
2019,Married,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,No,No,No,Yes,Female,No,41,No,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Enrolled
2020,Single,Change of course,1,Nursing,Daytime,Secondary education,148,Portuguese,9th Year of Schooling - Not Completed,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Other Situation,Intermediate Level Technicians and Professions,131,Yes,No,No,Yes,Female,Yes,22,No,18,23,23,20,14.575,3,18,23,23,20,14.575,3,7.6,2.6,0.32,Graduate
2021,Married,Over 23 years old,1,Equinculture,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120,No,No,No,Yes,Male,No,53,No,0,5,9,4,12.25,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Graduate
2022,Single,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",121.4,No,No,Yes,Yes,Female,No,28,No,0,7,12,4,13.375,0,0,7,7,5,13.5,0,13.9,-0.3,0.79,Enrolled
2023,Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,125,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,116.6,Yes,No,No,No,Female,Yes,18,No,0,7,7,7,12.28571429,0,0,7,8,6,13.33333333,0,8.9,1.4,3.51,Enrolled
2024,Single,2nd phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.2,No,No,No,No,Female,No,19,No,0,6,7,3,12.66666667,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
2025,Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,124,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
2026,Single,3rd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,132,Guinean,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119.1,Yes,No,No,Yes,Female,Yes,22,Yes,0,6,8,5,11.6,0,0,6,7,6,12,0,9.4,-0.8,-3.12,Graduate
2027,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,115,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,108,No,No,No,Yes,Female,Yes,19,No,0,7,10,6,13,0,0,7,7,7,13.28571429,0,12.4,0.5,1.79,Graduate
2028,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,124,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.5,Yes,No,No,Yes,Female,Yes,20,No,0,7,9,7,14.09333333,0,0,8,8,8,15,0,11.1,0.6,2.02,Graduate
2029,Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,124.1,No,No,No,Yes,Female,No,18,No,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate
2030,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,154.4,No,No,No,Yes,Female,Yes,18,No,0,7,9,7,15.11666667,0,0,8,9,8,16.16888889,0,15.5,2.8,-4.06,Graduate
2031,Single,1st phase - special contingent (Azores Island),2,Basic Education,Daytime,Secondary education,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.66666667,0,0,6,7,6,12,0,12.7,3.7,-1.7,Graduate
2032,Single,1st phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,128,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",121,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,13.5,0,0,6,9,6,13.57142857,0,11.1,0.6,2.02,Graduate
2033,Single,Change of course,1,Nursing,Daytime,Secondary education,134,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,120.7,No,No,No,Yes,Female,Yes,19,No,0,7,9,6,13,0,0,8,11,8,13.92727273,0,16.2,0.3,-0.92,Graduate
2034,Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,Armed Forces Professions,131.6,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,12.4,0.5,1.79,Graduate
2035,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,124,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,118.4,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
2036,Single,Change of course,1,Social Service,Daytime,Secondary education,142,Portuguese,Unknown,Unknown,(blank),(blank),131.9,No,No,No,Yes,Female,Yes,29,No,9,16,17,16,12.58823529,0,10,13,14,13,13.35714286,0,9.4,-0.8,-3.12,Graduate
2037,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.1,Yes,No,No,Yes,Female,No,19,No,0,6,10,2,10.5,0,0,6,6,3,11,0,7.6,2.6,0.32,Enrolled
2038,Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,115,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",112.9,Yes,No,No,No,Male,No,19,No,0,5,7,2,12.5,0,0,5,13,1,11,0,9.4,-0.8,-3.12,Dropout
2039,Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",121.4,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,11.57142857,0,0,7,9,6,13.16666667,0,11.1,0.6,2.02,Dropout
2040,Single,Over 23 years old,1,Tourism,Daytime,Technological specialization course,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,124.5,No,No,No,No,Male,No,26,No,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
2041,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,114.5,Yes,No,No,Yes,Female,No,24,No,0,5,6,5,13,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,Graduate
2042,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.4,No,No,No,Yes,Male,No,20,No,0,5,8,5,10,0,0,5,10,2,12,0,7.6,2.6,0.32,Enrolled
2043,Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,130,Portuguese,7th year of schooling,8th year of schooling,Student,"Personal Services, Security and Safety Workers and Sellers",128.6,Yes,No,Yes,Yes,Female,No,19,No,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate
2044,Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119.3,Yes,No,No,Yes,Female,No,19,No,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
2045,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116.8,Yes,No,Yes,Yes,Female,No,18,No,0,6,6,6,11.66666667,0,0,6,6,6,12.33333333,0,16.2,0.3,-0.92,Graduate
2046,Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,130,Yes,No,No,Yes,Female,No,20,No,0,6,13,5,11.8,0,0,6,19,4,12,0,12.4,0.5,1.79,Enrolled
2047,Single,1st phase - general contingent,5,Social Service,Daytime,Secondary education,126,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",125.7,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,11,0,0,6,13,3,11,0,9.4,-0.8,-3.12,Graduate
2048,Single,Over 23 years old,1,Equinculture,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Unknown,Unknown,(blank),(blank),96,No,No,No,Yes,Male,No,31,No,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2049,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other - 11th year of schooling,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,120,No,No,No,Yes,Female,No,42,No,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate
2050,Single,Change of institution/course,1,Management,Daytime,Secondary education,99,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0,0,0,5,7,0,0,0,8.9,1.4,3.51,Enrolled
2051,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,145,Portuguese,Higher education - degree (1st cycle),Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,160.1,No,No,No,Yes,Female,Yes,19,No,6,12,12,12,14.5,0,4,11,15,11,13.58333333,0,8.9,1.4,3.51,Graduate
2052,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,126.3,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,15.5,2.8,-4.06,Graduate
2053,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,140,Yes,No,No,Yes,Female,No,20,No,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate
2054,Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,178,Yes,No,No,Yes,Male,Yes,23,No,0,6,8,6,13.33333333,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate
2055,Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,150,Portuguese,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,147.7,No,No,Yes,Yes,Female,Yes,22,No,2,7,7,7,13.57142857,0,5,9,9,9,13.77777778,0,12.4,0.5,1.79,Graduate
2056,Single,1st phase - general contingent,5,Informatics,Daytime,Secondary education,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,122.1,Yes,No,No,Yes,Male,No,20,No,0,5,10,3,10.66666667,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate
2057,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,144,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",127.2,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.66666667,0,0,6,8,6,13,0,10.8,1.4,1.74,Graduate
2058,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,124,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,119.1,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
2059,Single,2nd phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.5,0,0,6,6,6,13.83333333,0,16.2,0.3,-0.92,Graduate
2060,Single,2nd phase - general contingent,6,Social Service,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,131.7,Yes,No,No,Yes,Female,No,18,No,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout
2061,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142,Portuguese,Unknown,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",127.3,No,No,No,Yes,Female,Yes,18,No,0,6,12,4,11,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate
2062,Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,151,Portuguese,Higher education - degree (1st cycle),Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,144.5,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,15.66666667,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
2063,Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",115.2,Yes,No,No,Yes,Female,No,20,No,0,7,7,7,12.98285714,0,0,8,8,8,14.4625,0,12.4,0.5,1.79,Graduate
2064,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128,No,No,No,Yes,Female,Yes,43,No,0,6,7,6,12.33333333,0,0,6,8,6,11.5,0,8.9,1.4,3.51,Graduate
2065,Married,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree,140,Portuguese,Unknown,Unknown,(blank),(blank),140,Yes,No,No,No,Male,No,33,No,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2066,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,129.9,No,No,No,Yes,Female,No,19,No,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
2067,Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Other Situation,127,No,No,No,No,Female,No,37,No,0,4,4,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
2068,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,116,Portuguese,Higher Education - Degree,Higher Education - Degree,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",108.7,Yes,No,No,Yes,Male,No,23,No,0,6,9,4,11.25,1,0,6,10,0,0,4,7.6,2.6,0.32,Dropout
